class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Passeriformes,Tyrannidae,Myiarchus,venezuelensis,-999,Venezuelan Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiarchus,yucatanensis,-999,Yucatan Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiodynastes,bairdii,-999,Baird's Flycatcher,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiodynastes,chrysocephalus,-999,Golden-crowned Flycatcher,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiodynastes,hemichrysus,-999,Golden-bellied Flycatcher,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiodynastes,luteiventris,-999,Sulphur-bellied Flycatcher,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004","Szekely, Lislevand, and Figuerola, 2007 from median of 7(BC Birds - Wilson, 2003, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Lowther, P.E., Stotz, D.F., 1999, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986, BC Birds - Wilson, 2003, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004)","Lowther, P.E., Stotz, D.F., 1999","Dunning, 1992 from median of 5(BC Birds - Wilson, 2003, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,"Lowther, P.E., Stotz, D.F., 1999 from median of 3(Lowther, P.E., Stotz, D.F., 1999, Lowther, P.E., Stotz, D.F., 1999, Lowther, P.E., Stotz, D.F., 1999)",-999,"Bennett, 1986","mean of Bennett, 1986 & BC Birds - Wilson, 2003 from median of 4(BC Birds - Wilson, 2003, Lowther, P.E., Stotz, D.F., 1999, BC Birds - Wilson, 2003, Bennett, 1986)","mean of Bennett, 1986 & Lowther, P.E., Stotz, D.F., 1999 from median of 4(Lowther, P.E., Stotz, D.F., 1999, Lowther, P.E., Stotz, D.F., 1999, Lowther, P.E., Stotz, D.F., 1999, Bennett, 1986)",-999,-999,-999,"mean of Lowther, P.E., Stotz, D.F., 1999 and Szekely, Lislevand, and Figuerola, 2007","mean of Lowther, P.E., Stotz, D.F., 1999 and Szekely, Lislevand, and Figuerola, 2007","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Lowther, P.E., Stotz, D.F., 1999","Lowther, P.E., Stotz, D.F., 1999","BC Birds - Remes, V., Martin, T.E., 2002",-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiodynastes,maculatus,-999,Streaked Flycatcher,-999,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986, Jetz, Sekercioglu, and Bohning-Gaese, 2008)",-999,"Dunning, 1992 from median of 4(Szekely, Lislevand, and Figuerola, 2007, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986","mean of Szekely, Lislevand, and Figuerola, 2007 and Bennett, 1986","Dunning, 1992 from median of 3(Szekely, Lislevand, and Figuerola, 2007, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,caniceps,-999,Grey Elaenia,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,cotta,-999,Jamaican Elaenia,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,flavivertex,-999,Yellow-crowned Elaenia,-999,-999,-999,"Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,gaimardii,-999,Forest Elaenia,-999,"Bennett, 1986",-999,"mean of Szekely, Lislevand, and Figuerola, 2007 & Dunning, 1992 from median of 8(Dunning, 1992, Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)","Dunning, 1992 from median of 4(Szekely, Lislevand, and Figuerola, 2007, Dunning, 1992, Dunning, 1992, Bennett, 1986)","mean of Szekely, Lislevand, and Figuerola, 2007 & Dunning, 1992 from median of 4(Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,olallai,-999,Foothill Elaenia,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,subplacens,-999,Pacific Elaenia,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiopagis,viridicata,-999,Greenish Elaenia,-999,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)",-999,"mean of Dunning, 1992 & Szekely, Lislevand, and Figuerola, 2007 from median of 4(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Szekely, Lislevand, and Figuerola, 2007","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Szekely, Lislevand, and Figuerola, 2007)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,cryptoxanthus,-999,Olive-chested Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,fasciatus,-999,Bran-colored Flycatcher,-999,"Bennett, 1986 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,flavicans,-999,Flavescent Flycatcher,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,inornatus,-999,Unadorned Flycatcher,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,phoenicomitra,-999,Orange-crested Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiophobus,roraimae,-999,Roraiman Flycatcher,-999,-999,-999,"Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiornis,albiventris,-999,White-bellied Pygmy Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiornis,atricapillus,-999,Black-capped Pygmy Tyrant,-999,"Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)",-999,"Dunning, 1992 from median of 5(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Dunning, 1992 from median of 4(Dunning, 1992, Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiornis,auricularis,-999,Eared Pygmy Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiornis,ecaudatus,-999,Short-tailed Pygmy Tyrant,-999,"Bennett, 1986",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiotheretes,fumigatus,-999,Smoky Bush Tyrant,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiotheretes,fuscorufus,-999,Rufous-bellied Bush Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiotheretes,striaticollis,-999,Streak-throated Bush Tyrant,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiotriccus,ornatus,-999,Ornate Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiozetetes,cayanensis,-999,Rusty-margined Flycatcher,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Bennett, 1986","Bennett, 1986","Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986","Bennett, 1986","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiozetetes,granadensis,-999,Grey-capped Flycatcher,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008 from median of 3(Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Jetz, Sekercioglu, and Bohning-Gaese, 2008, Bennett, 1986)",-999,"Dunning, 1992",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiozetetes,luteiventris,-999,Dusky-chested Flycatcher,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Myiozetetes,similis,-999,Social Flycatcher,-999,"Bennett, 1986 from median of 3(Jetz, Sekercioglu, and Bohning-Gaese, 2008, Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004, Bennett, 1986)",-999,"mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Neopipo,cinnamomea,-999,Cinnamon Neopipo,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Neoxolmis,rufiventris,-999,Chocolate-vented Tyrant,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Nephelomyias,lintoni,-999,Orange-banded Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Nephelomyias,ochraceiventris,-999,Ochraceous-breasted Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Nephelomyias,pulcher,-999,Handsome Flycatcher,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Nesotriccus,ridgwayi,-999,Cocos Flycatcher,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,-999,Slaty-backed Chat-Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,fumicolor,-999,Brown-backed Chat-Tyrant,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,jelskii,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,leucophrys,-999,White-browed Chat-Tyrant,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,nigrita,-999,Blackish Chat-Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,oenanthoides,-999,D'Orbigny's Chat-Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,rufipectoralis,-999,Rufous-breasted Chat-Tyrant,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992","Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthoeca,thoracica,-999,Maroon-belted Chat-Tyrant,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ochthornis,littoralis,-999,Drab Water Tyrant,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Oncostoma,cinereigulare,-999,Northern Bentbill,-999,"mean of Pereira, H.M., Daily, G.C. and J. Roughgarden, 2004 and Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Oncostoma,olivaceum,-999,Southern Bentbill,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Szekely, Lislevand, and Figuerola, 2007",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Szekely, Lislevand, and Figuerola, 2007","mean of Dunning, 1992 and Szekely, Lislevand, and Figuerola, 2007",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ornithion,brunneicapillus,-999,Brown-capped Tyrannulet,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ornithion,inerme,-999,White-lored Tyrannulet,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Ornithion,semiflavum,-999,Yellow-bellied Tyrannulet,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phaeomyias,murina,-999,Mouse-colored Tyrannulet,-999,"Bennett, 1986",-999,"mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986","Bennett, 1986","mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phaeomyias,tumbezana,-999,Tumbesian Tyrannulet,-999,"Bennett, 1986",-999,"mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","Bennett, 1986",-999,-999,-999,"Bennett, 1986","Bennett, 1986","mean of Dunning, 1992 and Bennett, 1986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phelpsia,inornata,-999,White-bearded Flycatcher,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Philohydor,lictor,-999,Lesser Kiskadee,-999,"mean of Jetz, Sekercioglu, and Bohning-Gaese, 2008 and Bennett, 1986",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Bennett, 1986)",-999,-999,-999,-999,-999,"Bennett, 1986",-999,-999,-999,-999,-999,"Bennett, 1986","Bennett, 1986","mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,burmeisteri,-999,Rough-legged Tyrannulet,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,cinereiceps,-999,Ashy-headed Tyrannulet,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,fasciatus,-999,Planalto Tyrannulet,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,griseiceps,-999,Sooty-headed Tyrannulet,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,nigrocapillus,-999,Black-capped Tyrannulet,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,reiseri,-999,Reiser's Tyrannulet,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992 from median of 3(Dunning, 1992, Dunning, 1992, Dunning, 1992)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,sclateri,-999,Sclater's Tyrannulet,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Tyrannidae,Phyllomyias,urichi,-999,Urich's Tyrannulet,-999,"Jetz, Sekercioglu, and Bohning-Gaese, 2008",-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"mean of Dunning, 1992 and Dunning, 1992",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
